Day,Price,Signal,SignalStrategyValue,FlatStrategyValue,AccumulatedCash,TotalInvested
537,75.00,Hold,541.86,598.26,51.00,592.86
538,74.99,Hold,541.75,599.14,52.00,593.75
539,74.40,Hold,537.49,595.43,53.00,590.49
540,75.43,Hold,544.93,604.67,54.00,598.93
541,73.35,Hold,529.90,589.00,55.00,584.90
542,73.25,Hold,529.22,589.24,56.00,585.22
543,72.29,Hold,522.25,582.47,57.00,579.25
544,71.35,Hold,515.45,575.90,58.00,573.45
545,73.43,Hold,530.52,593.73,59.00,589.52
546,73.18,Hold,528.68,592.67,60.00,588.68
547,72.13,Hold,521.05,585.12,61.00,582.05
548,72.41,Hold,523.11,588.44,62.00,585.11
549,71.22,Hold,514.55,579.81,63.00,577.55
550,71.50,Hold,516.54,583.04,64.00,580.54
551,70.25,Hold,507.51,573.85,65.00,572.51
552,71.30,Hold,515.09,583.43,66.00,581.09
553,69.90,Hold,505.02,573.01,67.00,572.02
554,70.76,Hold,511.19,581.02,68.00,579.19
555,72.93,Hold,526.83,599.80,69.00,595.83
556,72.96,Buy,597.09,601.09,0.00,597.09
557,73.47,Hold,601.30,606.33,1.00,602.30
558,73.03,Hold,597.66,603.66,2.00,599.66
559,72.56,Hold,593.81,600.77,3.00,596.81
560,73.64,Hold,602.69,610.76,4.00,606.69
561,74.71,Hold,611.41,620.59,5.00,616.41
562,74.80,Hold,612.14,622.34,6.00,618.14
563,75.44,Hold,617.38,628.66,7.00,624.38
564,73.39,Hold,600.56,612.54,8.00,608.56
565,73.85,Hold,604.37,617.42,9.00,613.37
566,73.86,Hold,604.45,618.50,10.00,614.45
567,72.85,Hold,596.19,611.04,11.00,607.19
568,71.74,Hold,587.06,602.69,12.00,599.06
569,72.25,Sell,591.28,608.02,13.00,604.28
570,72.18,Hold,590.66,608.39,14.00,604.66
571,72.29,Hold,591.60,610.36,15.00,606.60
572,73.40,Hold,600.73,620.77,16.00,616.73
573,74.09,Buy,623.33,627.56,0.00,623.33
574,74.15,Hold,623.84,629.07,1.00,624.84
575,73.22,Hold,616.01,622.18,2.00,618.01
576,72.94,Hold,613.66,620.80,3.00,616.66
577,72.57,Hold,610.59,618.70,4.00,614.59
578,71.71,Sell,603.35,612.36,5.00,608.35
579,71.63,Hold,602.64,612.64,6.00,608.64
580,69.71,Hold,586.53,597.26,7.00,593.53
581,69.75,Hold,586.82,598.56,8.00,594.82
582,68.50,Hold,576.30,588.83,9.00,585.30
583,69.22,Hold,582.40,596.06,10.00,592.40
584,69.68,Hold,586.23,600.98,11.00,597.23
585,69.03,Hold,580.72,596.33,12.00,592.72
586,69.69,Hold,586.32,603.08,13.00,599.32
587,68.00,Hold,572.10,589.45,14.00,586.10
588,67.59,Hold,568.65,586.90,15.00,583.65
589,65.73,Hold,553.00,571.75,16.00,569.00
590,65.29,Hold,549.26,568.88,17.00,566.26
591,64.56,Hold,543.16,563.56,18.00,561.16
592,66.25,Hold,557.37,579.31,19.00,576.37
593,66.68,Hold,560.95,584.03,20.00,580.95
594,65.71,Hold,552.79,576.53,21.00,573.79
595,67.08,Hold,564.36,589.60,22.00,586.36
596,67.36,Buy,589.67,593.01,0.00,589.67
597,66.75,Hold,584.33,588.64,1.00,585.33
598,68.10,Hold,596.19,601.59,2.00,598.19
599,69.20,Hold,605.82,612.31,3.00,608.82
600,68.38,Hold,598.64,606.06,4.00,602.64
601,66.44,Hold,581.66,589.86,5.00,586.66
602,65.93,Hold,577.24,586.38,6.00,583.24
603,66.54,Hold,582.54,592.76,7.00,589.54
604,66.15,Hold,579.12,590.28,8.00,587.12
605,66.54,Hold,582.49,594.72,9.00,591.49
606,67.15,Hold,587.88,601.22,10.00,597.88
607,67.92,Hold,594.57,609.07,11.00,605.57
608,67.04,Hold,586.87,602.17,12.00,598.87
609,67.05,Hold,587.00,603.31,13.00,600.00
610,67.26,Hold,588.88,606.24,14.00,602.88
611,67.58,Hold,591.64,610.08,15.00,606.64
612,66.82,Hold,585.03,604.27,16.00,601.03
613,67.14,Hold,587.74,608.07,17.00,604.74
614,68.26,Hold,597.59,619.26,18.00,615.59
615,68.70,Hold,601.45,624.25,19.00,620.45
616,68.59,Hold,600.48,624.25,20.00,620.48
617,67.90,Hold,594.44,618.97,21.00,615.44
618,66.40,Hold,581.31,606.30,22.00,603.31
619,66.17,Hold,579.25,605.15,23.00,602.25
620,65.96,Sell,577.41,604.23,24.00,601.41
621,66.32,Hold,580.65,608.62,25.00,605.65
622,64.95,Hold,568.62,597.00,26.00,594.62
623,64.25,Hold,562.49,591.57,27.00,589.49
624,63.27,Hold,553.91,583.55,28.00,581.91
625,65.51,Hold,573.52,605.21,29.00,602.52
626,64.89,Hold,568.05,600.43,30.00,598.05
627,65.31,Hold,571.72,605.32,31.00,602.72
628,64.11,Hold,561.22,595.20,32.00,593.22
629,63.37,Hold,554.74,589.33,33.00,587.74
630,66.00,Hold,577.81,614.83,34.00,611.81
631,64.24,Hold,562.36,599.39,35.00,597.36
632,65.58,Buy,610.13,612.94,0.00,610.13
633,67.00,Hold,623.34,627.21,1.00,624.34
634,66.79,Hold,621.34,626.20,2.00,623.34
635,66.00,Hold,614.04,619.84,3.00,617.04
636,65.75,Hold,611.76,618.54,4.00,615.76
637,65.17,Hold,606.32,614.04,5.00,611.32
638,65.50,Hold,609.39,618.14,6.00,615.39
639,67.74,Hold,630.18,640.24,7.00,637.18
640,67.78,Hold,630.60,641.66,8.00,638.60
641,67.86,Hold,631.34,643.42,9.00,640.34
642,67.89,Hold,631.58,644.66,10.00,641.58
643,67.92,Hold,631.90,645.99,11.00,642.90
644,67.79,Hold,630.74,645.80,12.00,642.74
645,67.18,Hold,625.06,640.99,13.00,638.06
646,67.53,Hold,628.23,645.23,14.00,642.23
647,66.14,Hold,615.39,633.05,15.00,630.39
648,65.92,Sell,613.29,631.89,16.00,629.29
649,66.24,Hold,616.23,635.91,17.00,633.23
650,67.88,Buy,649.48,652.66,0.00,649.48
651,67.96,Hold,650.30,654.48,1.00,651.30
652,68.89,Hold,659.24,664.48,2.00,661.24
653,68.75,Hold,657.86,664.08,3.00,660.86
654,68.18,Hold,652.35,659.53,4.00,656.35
655,68.39,Hold,654.36,662.56,5.00,659.36
656,68.76,Hold,658.00,667.24,6.00,664.00
657,69.29,Hold,663.07,673.38,7.00,670.07
658,69.26,Hold,662.78,674.09,8.00,670.78
659,68.97,Hold,660.01,672.27,9.00,669.01
660,68.70,Hold,657.38,670.59,10.00,667.38
661,69.91,Hold,668.96,683.40,11.00,679.96
662,70.11,Hold,670.87,686.36,12.00,682.87
663,69.75,Hold,667.42,683.83,13.00,680.42
664,70.35,Hold,673.12,690.66,14.00,687.12
665,69.36,Hold,663.64,681.94,15.00,678.64
666,69.21,Hold,662.31,681.57,16.00,678.31
667,69.18,Sell,661.92,682.17,17.00,678.92
668,69.89,Hold,668.76,690.23,18.00,686.76
669,69.97,Hold,669.53,692.02,19.00,688.53
670,70.19,Hold,671.63,695.19,20.00,691.63
671,70.93,Buy,699.76,703.57,0.00,699.76
672,71.06,Hold,701.00,705.81,1.00,702.00
673,71.17,Hold,702.08,707.90,2.00,704.08
674,70.58,Hold,696.31,703.08,3.00,699.31
675,69.40,Sell,684.62,692.28,4.00,688.62
676,69.64,Hold,686.94,695.62,5.00,691.94
677,68.63,Hold,677.02,686.58,6.00,683.02
678,69.23,Hold,682.94,693.59,7.00,689.94
679,69.64,Hold,687.04,698.74,8.00,695.04
680,69.95,Hold,690.05,702.80,9.00,699.05
681,70.08,Hold,691.38,705.16,10.00,701.38
682,69.53,Hold,685.85,700.53,11.00,696.85
683,69.15,Hold,682.15,697.75,12.00,694.15
684,69.28,Hold,683.39,700.01,13.00,696.39
685,70.63,Hold,696.71,714.65,14.00,710.71
686,68.50,Hold,675.69,694.10,15.00,690.69
687,68.55,Hold,676.24,695.65,16.00,692.24
688,68.21,Hold,672.83,693.15,17.00,689.83
689,67.18,Hold,662.67,683.69,18.00,680.67
690,67.38,Hold,664.64,686.72,19.00,683.64
691,68.38,Hold,674.51,697.91,20.00,694.51
692,68.49,Hold,675.64,700.09,21.00,696.64
693,68.00,Hold,670.81,696.08,22.00,692.81
694,67.50,Hold,665.88,691.96,23.00,688.88
695,67.70,Hold,667.85,695.01,24.00,691.85
696,66.60,Hold,657.00,684.72,25.00,682.00
697,66.40,Hold,655.03,683.66,26.00,681.03
698,65.76,Hold,648.71,678.07,27.00,675.71
699,66.23,Hold,653.35,683.92,28.00,681.35
700,64.31,Hold,634.41,665.09,29.00,663.41
701,64.22,Hold,633.52,665.16,30.00,663.52
702,64.09,Hold,632.24,664.82,31.00,663.24
703,64.39,Hold,635.20,668.93,32.00,667.20
704,63.07,Hold,622.18,656.21,33.00,655.18
705,63.01,Hold,621.58,656.59,34.00,655.58
706,62.40,Hold,615.57,651.23,35.00,650.57
707,63.55,Hold,626.91,664.24,36.00,662.91
708,62.26,Hold,614.19,651.75,37.00,651.19
709,62.65,Hold,618.03,656.83,38.00,656.03
710,62.10,Hold,612.61,652.07,39.00,651.61
711,61.49,Hold,606.59,646.66,40.00,646.59
712,60.70,Hold,598.80,639.36,41.00,639.80
713,62.10,Hold,612.61,655.10,42.00,654.61
714,62.75,Hold,619.02,662.96,43.00,662.02
715,63.10,Buy,666.47,667.66,0.00,666.47
716,63.27,Hold,668.27,670.45,1.00,669.27
717,64.11,Hold,677.14,680.36,2.00,679.14
718,64.42,Hold,680.41,684.65,3.00,683.41
719,62.91,Hold,664.47,669.60,4.00,668.47
720,63.10,Hold,666.47,672.62,5.00,671.47
721,62.25,Hold,657.49,664.56,6.00,663.49
722,63.57,Hold,671.44,679.65,7.00,678.44
723,64.42,Hold,680.41,689.74,8.00,688.41
724,63.69,Hold,672.70,682.92,9.00,681.70
725,63.41,Hold,669.75,680.92,10.00,679.75
726,62.88,Hold,664.15,676.23,11.00,675.15
727,64.49,Hold,681.15,694.54,12.00,693.15
728,64.57,Hold,682.00,696.41,13.00,695.00
729,63.65,Hold,672.28,687.48,14.00,686.28
730,65.00,Hold,686.54,703.06,15.00,701.54
731,65.65,Hold,693.41,711.09,16.00,709.41
732,64.93,Hold,685.80,704.30,17.00,702.80
733,64.78,Hold,684.22,703.67,18.00,702.22
734,65.12,Hold,687.81,708.36,19.00,706.81
735,65.50,Hold,691.82,713.50,20.00,711.82
736,64.54,Hold,681.68,704.04,21.00,702.68
737,63.86,Hold,674.50,697.62,22.00,696.50
738,64.09,Hold,676.93,701.13,23.00,699.93
739,64.26,Hold,678.72,703.99,24.00,702.72
740,65.16,Hold,688.23,714.85,25.00,713.23
741,63.79,Sell,673.76,700.82,26.00,699.76
742,64.00,Hold,675.98,704.13,27.00,702.98
743,64.43,Hold,680.52,709.86,28.00,708.52
744,65.48,Buy,720.61,722.43,0.00,720.61
745,64.62,Hold,711.15,713.94,1.00,712.15
746,64.35,Hold,708.17,711.96,2.00,710.17
747,64.23,Sell,706.85,711.63,3.00,709.85
748,62.26,Hold,685.17,690.80,4.00,689.17
749,62.63,Hold,689.25,695.91,5.00,694.25
750,63.72,Hold,701.24,709.02,6.00,707.24
751,61.51,Hold,676.92,685.43,7.00,683.92
752,61.92,Hold,681.43,691.00,8.00,689.43
753,62.79,Hold,691.01,701.71,9.00,700.01
754,63.41,Hold,697.83,709.64,10.00,707.83
755,60.50,Hold,665.81,678.07,11.00,676.81
756,61.28,Hold,674.39,687.81,12.00,686.39
757,58.54,Hold,644.24,658.06,13.00,657.24
758,60.50,Hold,665.81,681.09,14.00,679.81
759,63.42,Hold,697.94,714.96,15.00,712.94
760,61.23,Hold,673.84,691.27,16.00,689.84
761,60.19,Hold,662.39,680.53,17.00,679.39
762,59.84,Hold,658.54,677.58,18.00,676.54
763,60.91,Hold,670.32,690.69,19.00,689.32
764,60.86,Hold,669.77,691.12,20.00,689.77
765,56.85,Hold,625.64,646.59,21.00,646.64
766,58.36,Hold,642.25,664.76,22.00,664.25
767,58.29,Hold,641.48,664.96,23.00,664.48
768,55.67,Hold,612.65,636.07,24.00,636.65
769,54.82,Hold,603.30,627.36,25.00,628.30
770,52.91,Hold,582.28,606.50,26.00,608.28
771,49.68,Hold,546.73,570.48,27.00,573.73
772,48.73,Hold,536.28,560.57,28.00,564.28
773,45.67,Hold,502.60,526.37,29.00,531.60
774,44.35,Hold,488.07,512.16,30.00,518.07
775,50.04,Hold,550.69,578.86,31.00,581.69
776,49.61,Hold,545.96,574.89,32.00,577.96
777,44.97,Hold,494.90,522.12,33.00,527.90
778,47.04,Hold,517.68,547.15,34.00,551.68
779,46.60,Hold,512.84,543.04,35.00,547.84
780,48.99,Hold,539.14,571.89,36.00,575.14
781,47.51,Hold,522.85,555.61,37.00,559.85
782,44.86,Hold,493.69,525.62,38.00,531.69
783,45.42,Hold,499.85,533.18,39.00,538.85
784,43.24,Hold,475.86,508.59,40.00,515.86
785,41.84,Hold,460.45,493.12,41.00,501.45
786,46.04,Buy,548.67,543.62,0.00,548.67
787,45.58,Hold,543.19,539.19,1.00,544.19
788,47.12,Hold,561.54,558.41,2.00,563.54
789,48.16,Hold,573.94,571.74,3.00,576.94
790,48.00,Hold,572.03,570.84,4.00,576.03
791,49.73,Hold,592.65,592.41,5.00,597.65
792,47.27,Hold,563.33,564.11,6.00,569.33
793,44.95,Hold,535.68,537.42,7.00,542.68
794,46.11,Hold,549.51,552.29,8.00,557.51
795,45.60,Hold,543.43,547.18,9.00,552.43
796,44.56,Hold,531.03,535.70,10.00,541.03
797,42.28,Hold,503.86,509.29,11.00,514.86
798,45.07,Hold,537.11,543.90,12.00,549.11
799,43.15,Hold,514.23,521.73,13.00,527.23
800,42.02,Hold,500.76,509.06,14.00,514.76
801,42.41,Sell,505.41,514.79,15.00,520.41
802,39.84,Hold,474.79,484.59,16.00,490.79
803,37.18,Hold,443.09,453.24,17.00,460.09
804,39.29,Hold,468.23,479.96,18.00,486.23
805,41.63,Hold,496.12,509.55,19.00,515.12
806,42.21,Buy,523.03,517.64,0.00,523.03
807,43.77,Hold,542.36,537.78,1.00,543.36
808,44.30,Hold,548.93,545.29,2.00,550.93
809,40.34,Hold,499.86,497.54,3.00,502.86
810,41.93,Hold,519.56,518.15,4.00,523.56
811,43.01,Hold,532.94,532.50,5.00,537.94
812,41.73,Hold,517.08,517.65,6.00,523.08
813,43.21,Hold,535.42,537.01,7.00,542.42
814,44.86,Hold,555.87,558.52,8.00,563.87
815,44.04,Hold,545.70,549.31,9.00,554.70
816,44.54,Hold,551.90,556.55,10.00,561.90
817,43.29,Hold,536.41,541.93,11.00,547.41
818,43.72,Hold,541.74,548.31,12.00,553.74
819,43.00,Hold,532.82,540.28,13.00,545.82
820,45.26,Hold,560.82,569.68,14.00,574.82
821,44.93,Hold,556.73,566.52,15.00,571.73
822,44.15,Hold,547.07,557.69,16.00,563.07
823,44.11,Hold,546.57,558.18,17.00,563.57
824,43.16,Hold,534.80,547.16,18.00,552.80
825,42.70,Hold,529.10,542.33,19.00,548.10
826,42.87,Hold,531.21,545.49,20.00,551.21
827,43.32,Hold,536.78,552.21,21.00,557.78
828,42.99,Hold,532.69,549.01,22.00,554.69
829,44.12,Hold,546.70,564.44,23.00,569.70
830,44.74,Hold,554.38,573.37,24.00,578.38
831,46.03,Hold,570.36,590.90,25.00,595.36
832,46.02,Hold,570.24,591.77,26.00,596.24
833,46.40,Hold,574.95,597.66,27.00,601.95
834,45.10,Hold,558.84,581.91,28.00,586.84
835,45.30,Hold,561.32,585.50,29.00,590.32
836,44.19,Hold,547.56,572.15,30.00,577.56
837,43.22,Hold,535.54,560.59,31.00,566.54
838,43.28,Sell,536.29,562.37,32.00,568.29
839,41.87,Hold,518.82,545.05,33.00,551.82
840,42.02,Hold,520.67,548.00,34.00,554.67
841,42.33,Hold,524.52,553.04,35.00,559.52
842,40.13,Hold,497.26,525.30,36.00,533.26
843,41.77,Hold,517.58,547.77,37.00,554.58
844,41.05,Hold,508.66,539.32,38.00,546.66
845,41.30,Hold,511.75,543.61,39.00,550.75
846,41.53,Hold,514.60,547.64,40.00,554.60
847,42.02,Hold,520.67,555.10,41.00,561.67
848,43.47,Hold,538.64,575.25,42.00,580.64
849,42.04,Hold,520.92,557.33,43.00,563.92
850,41.14,Hold,509.77,546.40,44.00,553.77
851,41.07,Hold,508.90,546.47,45.00,553.90
852,41.65,Hold,516.09,555.19,46.00,562.09
853,41.43,Hold,513.36,553.25,47.00,560.36
854,42.09,Buy,569.54,563.07,0.00,569.54
855,43.30,Hold,585.92,580.25,1.00,586.92
856,43.31,Hold,586.05,581.39,2.00,588.05
857,41.33,Hold,559.26,555.81,3.00,562.26
858,41.58,Hold,562.64,560.17,4.00,566.64
859,41.69,Hold,564.13,562.65,5.00,569.13
860,41.27,Hold,558.45,557.98,6.00,564.45
861,39.49,Sell,534.36,534.92,7.00,541.36
862,39.36,Hold,532.60,534.16,8.00,540.60
863,38.94,Hold,526.92,529.46,9.00,535.92
864,38.48,Hold,520.69,524.20,10.00,530.69
865,37.17,Hold,502.97,507.36,11.00,513.97
866,38.52,Hold,521.23,526.78,12.00,533.23
867,38.22,Hold,517.18,523.68,13.00,530.18
868,37.52,Hold,507.70,515.09,14.00,521.70
869,36.81,Hold,498.10,506.34,15.00,513.10
870,35.10,Hold,474.96,483.82,16.00,490.96
871,34.80,Hold,470.90,480.69,17.00,487.90
872,35.56,Hold,481.18,492.18,18.00,499.18
873,34.12,Hold,461.70,473.25,19.00,480.70
874,34.11,Hold,461.56,474.11,20.00,481.56
875,33.70,Hold,456.01,469.41,21.00,477.01
876,35.85,Hold,485.11,500.36,22.00,507.11
877,35.98,Hold,486.86,503.18,23.00,509.86
878,37.46,Buy,530.89,524.87,0.00,530.89
879,37.86,Hold,536.56,531.48,1.00,537.56
880,37.65,Hold,533.58,529.53,2.00,535.58
881,38.84,Hold,550.45,547.27,3.00,553.45
882,39.67,Hold,562.21,559.96,4.00,566.21
883,39.27,Hold,556.54,555.32,5.00,561.54
884,38.44,Hold,544.78,544.58,6.00,550.78
885,41.11,Hold,582.62,583.41,7.00,589.62
886,40.29,Hold,571.00,572.77,8.00,579.00
887,40.43,Hold,572.98,575.76,9.00,581.98
888,41.44,Hold,587.30,591.14,10.00,597.30
889,40.66,Hold,576.24,581.02,11.00,587.24
890,39.23,Hold,555.98,561.58,12.00,567.98
891,39.58,Hold,560.94,567.59,13.00,573.94
892,40.37,Hold,572.13,579.92,14.00,586.13
893,41.58,Hold,589.28,598.30,15.00,604.28
894,42.10,Hold,596.65,606.78,16.00,612.65
895,41.69,Hold,590.84,601.88,17.00,607.84
896,40.63,Hold,575.82,587.57,18.00,593.82
897,41.20,Hold,583.90,596.82,19.00,602.90
898,42.87,Hold,607.56,622.01,20.00,627.56
899,42.93,Hold,608.41,623.88,21.00,629.41
900,42.13,Hold,597.08,613.25,22.00,619.08
901,42.58,Hold,603.45,620.80,23.00,626.45
902,43.31,Hold,613.80,632.44,24.00,637.80
903,43.60,Hold,617.91,637.68,25.00,642.91
904,41.75,Hold,591.69,611.62,26.00,617.69
905,42.58,Hold,603.45,624.78,27.00,630.45
906,42.40,Sell,600.90,623.14,28.00,628.90
907,42.70,Hold,605.15,628.55,29.00,634.15
908,43.45,Hold,615.78,640.59,30.00,645.78
909,43.00,Hold,609.41,634.95,31.00,640.41
910,42.92,Hold,608.27,634.77,32.00,640.27
911,43.94,Hold,622.73,650.86,33.00,655.73
912,43.93,Buy,656.59,651.71,0.00,656.59
913,44.18,Hold,660.32,656.42,1.00,661.32
914,45.69,Hold,682.89,679.86,2.00,684.89
915,45.53,Hold,680.50,678.47,3.00,683.50
916,46.24,Hold,691.11,690.05,4.00,695.11
917,45.52,Hold,680.35,680.31,5.00,685.35
918,46.55,Hold,695.74,696.70,6.00,701.74
919,45.75,Hold,683.79,685.73,7.00,690.79
920,45.63,Hold,681.99,684.93,8.00,689.99
921,44.33,Sell,662.56,666.42,9.00,671.56
922,44.78,Hold,669.29,674.18,10.00,679.29
923,44.31,Hold,662.26,668.11,11.00,673.26
924,45.67,Hold,682.59,689.61,12.00,694.59
925,45.68,Hold,682.74,690.76,13.00,695.74
926,45.42,Hold,678.86,687.83,14.00,692.86
927,44.60,Hold,666.60,676.41,15.00,681.60
928,44.63,Hold,667.05,677.87,16.00,683.05
929,45.83,Hold,684.98,697.10,17.00,701.98
930,45.06,Hold,673.47,686.38,18.00,691.47
931,45.62,Hold,681.84,695.91,19.00,700.84
932,46.33,Hold,692.46,707.74,20.00,712.46
933,47.48,Buy,730.64,726.31,0.00,730.64
934,47.67,Hold,733.57,730.22,1.00,734.57
935,47.09,Hold,724.64,722.33,2.00,726.64
936,47.56,Hold,731.88,730.54,3.00,734.88
937,47.47,Hold,730.49,730.16,4.00,734.49
938,47.34,Hold,728.49,729.16,5.00,733.49
939,47.59,Hold,732.34,734.01,6.00,738.34
940,47.47,Hold,730.49,733.16,7.00,737.49
941,47.75,Hold,734.80,738.49,8.00,742.80
942,47.79,Hold,735.41,740.10,9.00,744.41
943,46.68,Sell,718.33,723.91,10.00,728.33
944,46.03,Hold,708.33,714.83,11.00,719.33
945,45.97,Hold,707.41,714.90,12.00,719.41
946,46.22,Hold,711.25,719.79,13.00,724.25
947,46.39,Hold,713.87,723.44,14.00,727.87
948,45.05,Hold,693.25,703.54,15.00,708.25
949,45.05,Hold,693.25,704.54,16.00,709.25
950,45.18,Hold,695.25,707.57,17.00,712.25
951,46.23,Hold,711.41,725.02,18.00,729.41
952,46.14,Hold,710.02,724.61,19.00,729.02
953,46.58,Hold,716.79,732.52,20.00,736.79
954,46.27,Hold,712.02,728.64,21.00,733.02
955,46.54,Hold,716.18,733.89,22.00,738.18
956,45.32,Hold,697.41,715.65,23.00,720.41
957,45.15,Hold,694.79,713.97,24.00,718.79
958,44.22,Hold,680.48,700.26,25.00,705.48
959,44.16,Hold,679.55,700.31,26.00,705.55
960,44.25,Hold,680.94,702.74,27.00,707.94
961,44.14,Hold,679.25,701.99,28.00,707.25
962,45.16,Hold,694.94,719.22,29.00,723.94
963,45.48,Hold,699.87,725.31,30.00,729.87
964,46.84,Buy,751.80,748.00,0.00,751.80
965,47.30,Hold,759.18,756.35,1.00,760.18
966,47.32,Hold,759.50,757.67,2.00,761.50
967,47.85,Hold,768.01,767.15,3.00,771.01
968,48.06,Hold,771.38,771.52,4.00,775.38
969,48.09,Hold,771.86,773.00,5.00,776.86
970,49.23,Hold,790.16,792.33,6.00,796.16
971,49.39,Hold,792.72,795.90,7.00,799.72
972,49.60,Hold,796.09,800.29,8.00,804.09
973,49.48,Hold,794.17,799.35,9.00,803.17
974,49.24,Hold,790.32,796.47,10.00,800.32
975,49.77,Hold,798.82,806.05,11.00,809.82
976,49.85,Hold,800.11,808.34,12.00,812.11
977,50.69,Hold,813.59,822.96,13.00,826.59
978,50.88,Hold,816.64,827.05,14.00,830.64
979,50.76,Hold,814.71,826.10,15.00,829.71
980,50.41,Hold,809.10,821.40,16.00,825.10
981,51.12,Hold,820.49,833.97,17.00,837.49
982,51.00,Hold,818.56,833.01,18.00,836.56
983,50.34,Hold,807.97,823.23,19.00,826.97
984,50.89,Hold,816.80,833.23,20.00,836.80
985,51.34,Hold,824.02,841.59,21.00,845.02
986,50.87,Sell,816.48,834.89,22.00,838.48
987,49.55,Hold,795.29,814.22,23.00,818.29
988,50.07,Hold,803.64,823.77,24.00,827.64
989,50.50,Hold,810.54,831.84,25.00,835.54
990,50.98,Hold,818.24,840.75,26.00,844.24
991,51.93,Hold,833.49,857.42,27.00,860.49
992,52.00,Hold,834.62,859.57,28.00,862.62
993,52.10,Buy,865.22,862.23,0.00,865.22
994,52.06,Hold,864.56,862.56,1.00,865.56
995,52.24,Hold,867.55,866.55,2.00,869.55
996,52.20,Hold,866.88,866.88,3.00,869.88
997,51.70,Sell,858.58,859.58,4.00,862.58
998,50.56,Hold,839.65,841.63,5.00,844.65
999,50.35,Hold,836.16,839.13,6.00,842.16
1000,50.81,Hold,843.80,847.80,7.00,850.80
1001,51.46,Hold,854.59,859.64,8.00,862.59
1002,51.98,Hold,863.23,869.33,9.00,872.23
1003,52.50,Hold,871.86,879.03,10.00,881.86
1004,53.04,Buy,891.83,889.07,0.00,891.83
1005,53.08,Hold,892.50,890.74,1.00,893.50
1006,53.36,Hold,897.21,896.44,2.00,899.21
1007,53.62,Hold,901.58,901.80,3.00,904.58
1008,54.46,Hold,915.71,916.93,4.00,919.71
1009,54.36,Hold,914.03,916.25,5.00,919.03
1010,54.44,Hold,915.37,918.60,6.00,921.37
1011,54.29,Hold,912.85,917.07,7.00,919.85
1012,54.61,Hold,918.23,923.47,8.00,926.23
1013,54.05,Hold,908.81,915.00,9.00,917.81
1014,53.23,Sell,895.03,902.12,10.00,905.03
1015,52.89,Hold,889.31,897.36,11.00,900.31
1016,53.88,Hold,905.95,915.15,12.00,917.95
1017,53.79,Hold,904.44,914.63,13.00,917.44
1018,53.59,Hold,901.08,912.22,14.00,915.08
1019,52.17,Hold,877.20,889.05,15.00,892.20
1020,51.86,Hold,871.99,884.77,16.00,887.99
1021,52.66,Hold,885.44,899.42,17.00,902.44
1022,53.44,Hold,898.56,913.74,18.00,916.56
1023,53.56,Hold,900.57,916.79,19.00,919.57
1024,54.03,Hold,908.48,925.84,20.00,928.48
1025,54.40,Hold,914.70,933.18,21.00,935.70
1026,54.60,Buy,940.06,937.61,0.00,940.06
1027,54.45,Hold,937.48,936.03,1.00,938.48
1028,55.42,Hold,954.18,953.71,2.00,956.18
1029,55.61,Hold,957.45,957.98,3.00,960.45
1030,55.20,Hold,950.39,951.91,4.00,954.39
1031,55.65,Hold,958.14,960.67,5.00,963.14
1032,55.31,Hold,952.29,955.81,6.00,958.29
1033,54.77,Hold,942.99,947.47,7.00,949.99
1034,55.36,Hold,953.15,958.68,8.00,961.15
1035,54.65,Sell,940.92,947.38,9.00,949.92
1036,54.03,Hold,930.25,937.64,10.00,940.25
1037,53.74,Hold,925.25,933.60,11.00,936.25
1038,52.57,Hold,905.11,914.28,12.00,917.11
1039,53.63,Hold,923.36,933.71,13.00,936.36
1040,52.18,Hold,898.40,909.47,14.00,912.40
1041,52.47,Hold,903.39,915.52,15.00,918.39
1042,52.71,Hold,907.52,920.71,16.00,923.52
1043,52.80,Hold,909.07,923.28,17.00,926.07
1044,53.81,Hold,926.46,941.94,18.00,944.46
1045,53.95,Hold,928.87,945.39,19.00,947.87
1046,55.16,Buy,969.70,967.60,0.00,969.70
1047,55.18,Hold,970.05,968.95,1.00,971.05
1048,55.46,Hold,974.98,974.87,2.00,976.98
1049,54.84,Hold,964.08,964.97,3.00,967.08
1050,55.16,Hold,969.70,971.60,4.00,973.70
1051,55.99,Hold,984.29,987.22,5.00,989.29
1052,56.05,Hold,985.35,989.28,6.00,991.35
1053,56.01,Hold,984.65,989.57,7.00,991.65
1054,55.21,Hold,970.58,976.44,8.00,978.58
1055,55.04,Hold,967.59,974.43,9.00,976.59
1056,55.69,Hold,979.02,986.94,10.00,989.02
1057,55.73,Hold,979.72,988.65,11.00,990.72
1058,55.95,Hold,983.59,993.55,12.00,995.59
1059,55.01,Hold,967.07,977.86,13.00,980.07
1060,55.15,Sell,969.53,981.34,14.00,983.53
1061,55.83,Hold,981.48,994.44,15.00,996.48
1062,55.99,Buy,1000.29,998.29,0.00,1000.29
1063,55.49,Sell,991.36,990.38,1.00,992.36
1064,55.90,Hold,998.69,998.70,2.00,1000.69
1065,55.83,Hold,997.44,998.45,3.00,1000.44
